country,year,Access to electricity (% of population),Access to clean fuels for cooking,Renewable-electricity-generating-capacity-per-capita,Renewable energy share in the total final energy consumption (%),Electricity from fossil fuels (TWh),Electricity from nuclear (TWh),Electricity from renewables (TWh),Low-carbon electricity (% electricity),Primary energy consumption per capita (kWh/person),Energy intensity level of primary energy (MJ/$2017 PPP GDP),Value_co2_emissions_kt_by_country,Renewables (% equivalent primary energy),gdp_growth,gdp_per_capita,Density_(P/Km2),Land Area(Km2),Latitude,Longitude,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_demand_per_capita,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy;;;;;;;;;;;;,cluster
China,2012.0,99.96193,60.7,218.25,11.53,3869.38,98.32,999.56,22.102327,23873.234,8.41,9541870.117,8.522597,7.863736449,6300.615118,153.0,9596960.0,35.86166,104.195397,CHN,1366560768.0,14773157625856.0,17.792,3.897,18.878,25.797,22.048,30.13,0.604,0.079,720.151,1.259,278.754,16407.875,22422.357,2742.791,3748.19,1.181,254.234,15944.628,21789.303,75.151,68.729,4976.76,3641.814,4987.54,16.241,4.109,1287.643,23873.199,2.208,2.421,699.467,2846.313,3889.66,21649.555,29585.432,77.988,90.686,11.626,157.147,1508.776,80.677,110.25,1104.068,5.004,53.125,815.756,1114.781,2.211,4.625,3591.78,25.398,467.647,2365.726,631.359,862.79,1731.153,17.299,7.251,24.648,588.176,3038.746,803.389,1097.88,2223.645,22.012,9.314,-10.78,-0.217,12.75,27.855,258.69,71.947,98.32,189.3,1.971,0.793,4.889,263.566,5654.299,22.846,31.22,4137.613,2.269,53.527,1765.724,2412.969,0.626,17.332,96.12,30.133,,9.051,7.981,22.05,,70.337,0.604,,0.295,3649.702,32624.178,25.922,560.321,2780.055,731.442,999.56,2034.344,20.041,8.521,37.721,2.656,9.856,2.627,3.59,7.212,0.072,0.03,39.069,78.14,282.556,75.408,103.05,206.764,2.066,0.866;;;;;;;;;;;;,large_scale
China,2013.0,99.996445,63.2,258.3,11.45,4203.77,111.5,1093.37,22.276764,24600.36,8.05,9984570.313,8.959421,7.766150098,7020.338485,153.0,9596960.0,35.86166,104.195397,CHN,1376100352.0,15925464006656.0,37.161,9.586,25.713,35.384,26.982,37.13,0.684,0.105,717.389,2.14,479.773,16642.777,22902.131,2962.989,4077.37,1.124,244.834,16012.013,22034.137,75.067,67.653,5420.4,3938.957,5431.63,17.097,3.765,1228.385,24600.359,2.126,3.187,942.955,3071.549,4226.76,22184.709,30528.387,77.818,90.18,13.919,210.01,1718.785,84.58,116.39,1249.026,9.269,103.326,885.188,1218.107,2.143,5.077,3896.59,5.426,113.348,2479.073,661.006,909.61,1801.521,16.747,7.323,10.375,285.433,3324.179,875.568,1204.87,2415.652,22.182,9.82,-11.23,-0.207,13.408,32.918,291.608,81.026,111.5,211.909,2.053,0.861,4.477,253.17,5907.47,23.981,33.0,4292.906,1.196,28.857,1774.454,2441.827,0.608,17.451,118.464,37.133,,23.23,22.344,26.984,,86.087,0.684,,0.35,3947.118,33852.562,10.084,252.516,3032.571,794.542,1093.37,2203.743,20.13,8.958,132.963,12.966,22.822,6.082,8.37,16.585,0.154,0.067,34.172,94.271,376.828,100.472,138.26,273.837,2.545,1.113;;;;;;;;;;;;,large_scale
China,2014.0,100.0,66.0,296.29,11.94,4345.86,133.22,1289.23,24.659735,25072.023,7.69,10006669.92,10.19733,7.425763656,7636.116601,153.0,9596960.0,35.86166,104.195397,CHN,1385189632.0,17103948087296.0,4.44,1.571,26.678,36.955,33.403,46.27,0.799,0.106,693.728,-0.425,-97.428,16463.236,22804.703,3034.285,4203.06,-1.604,-353.375,15651.837,21680.762,72.536,65.665,5783.04,4174.909,5794.45,17.945,2.589,876.504,25071.705,2.03,0.991,302.463,3156.247,4372.0,22257.494,30830.85,75.452,88.775,9.591,164.846,1883.631,96.218,133.28,1359.836,7.692,93.701,947.024,1311.808,2.3,5.424,4019.77,16.499,391.735,2870.808,765.014,1059.69,2072.502,18.288,8.266,17.669,574.035,3898.214,1026.899,1422.45,2814.209,24.548,11.225,-11.41,-0.197,19.477,54.71,346.318,96.175,133.22,250.015,2.299,0.997,3.979,235.047,6142.517,25.744,35.66,4434.423,0.7,17.093,1775.15,2458.919,0.615,17.687,147.624,46.268,,24.601,29.16,33.402,,106.573,0.798,,0.425,4183.146,34729.066,17.49,519.325,3551.896,930.725,1289.23,2564.195,22.249,10.227,180.78,40.874,63.697,16.972,23.51,45.984,0.406,0.183,15.549,55.985,432.813,115.334,159.76,312.457,2.757,1.246;;;;;;;;;;;;,large_scale
China,2015.0,100.0,68.4,340.55,12.18,4222.76,171.38,1393.66,27.040327,25209.49,7.21,9861099.609,10.787498,7.041328879,8016.431435,153.0,9596960.0,35.86166,104.195397,CHN,1393715456.0,18301224747008.0,-26.129,-9.656,19.587,27.299,38.796,54.07,0.93,0.078,667.715,-2.086,-475.662,16021.233,22329.041,2903.154,4046.17,-1.876,-406.805,15264.204,21273.957,69.587,63.55,5802.14,4163.074,5814.58,17.903,1.172,406.922,25210.303,1.92,0.178,54.982,3049.073,4249.54,22160.787,30885.832,73.084,87.904,3.359,63.264,1946.895,119.759,166.91,1396.91,3.421,44.88,973.433,1356.689,2.871,5.541,3882.48,5.174,130.551,3001.359,799.675,1114.52,2153.495,19.168,8.542,9.108,351.94,4250.154,1122.927,1565.04,3049.513,26.916,12.096,-12.44,-0.214,28.645,96.552,442.87,122.966,171.38,317.762,2.947,1.26,7.609,467.379,6609.896,26.16,36.46,4742.644,1.481,36.414,1790.418,2495.333,0.627,18.812,172.514,54.07,,16.863,24.89,38.796,,123.78,0.93,,0.491,4172.0,35135.988,7.146,255.388,3807.284,999.96,1393.66,2731.751,23.968,10.836,67.916,42.623,106.32,28.327,39.48,76.285,0.679,0.303,16.167,66.98,499.793,133.162,185.59,358.604,3.192,1.422;;;;;;;;;;;;,large_scale
China,2016.0,100.0,70.6,382.59,12.56,4355.0,213.18,1522.79,28.500713,25164.803,6.71,9874660.156,11.530947,6.848762205,8094.363367,153.0,9596960.0,35.86166,104.195397,CHN,1401889664.0,19545710395392.0,1.889,0.516,19.841,27.815,44.319,62.13,1.013,0.079,651.666,-2.926,-653.262,15461.83,21675.779,2964.82,4156.35,-7.534,-1602.725,14031.94,19671.232,67.768,61.443,6120.44,4365.85,6133.16,18.954,0.403,141.723,25164.398,1.805,-0.946,-292.064,3136.616,4397.19,21823.234,30593.768,71.695,86.723,7.577,147.516,2094.411,134.304,188.28,1493.991,1.675,22.727,983.969,1379.416,3.07,5.937,3996.77,3.477,85.981,3087.34,822.654,1153.27,2202.271,18.804,8.752,10.767,433.79,4683.943,1238.307,1735.97,3341.164,28.305,13.277,-12.72,-0.208,24.391,104.759,547.629,152.066,213.18,390.636,3.476,1.552,3.233,213.683,6823.578,37.492,52.56,4867.415,-6.933,-172.996,1656.576,2322.336,0.857,19.342,198.27,62.135,,14.915,25.756,44.322,,141.43,1.013,,0.562,4374.924,35277.711,9.124,329.031,4136.315,1086.241,1522.79,2950.528,24.829,11.725,68.508,71.778,178.098,47.457,66.53,127.041,1.085,0.505,29.78,145.0,644.793,171.811,240.86,459.945,3.927,1.828;;;;;;;;;;;;,large_scale
China,2017.0,100.0,73.2,436.9,13.13,4643.1,248.1,1667.06,29.20226,25987.611,6.51,10096009.77,12.138821,6.947200793,8816.986905,153.0,9596960.0,35.86166,104.195397,CHN,1410275968.0,20894363680768.0,-6.755,-1.879,18.391,25.936,56.443,79.6,1.205,0.071,644.167,1.106,239.664,15539.826,21915.443,3141.25,4430.03,3.329,654.877,14412.859,20326.109,67.077,59.798,6591.39,4673.83,6604.44,19.743,3.888,1371.672,25987.383,1.754,2.999,917.369,3325.079,4689.28,22343.951,31511.137,71.002,85.98,15.189,318.111,2412.522,144.085,203.2,1710.673,8.161,112.579,1057.945,1491.995,3.077,6.583,4254.36,1.023,13.236,3100.576,826.122,1165.06,2198.56,17.641,8.46,10.053,454.303,5138.246,1358.004,1915.16,3643.433,28.998,14.02,-13.05,-0.198,16.381,85.96,633.589,175.923,248.1,449.266,3.757,1.729,5.27,359.594,7183.172,39.744,56.05,5093.451,-4.096,-95.122,1579.276,2227.215,0.849,19.6,254.016,79.599,,28.107,55.746,56.442,,180.118,1.205,,0.693,4683.083,36649.383,9.183,368.342,4504.657,1182.081,1667.06,3194.167,25.242,12.291,77.068,135.402,313.5,83.53,117.8,222.297,1.784,0.855,26.463,165.836,810.629,215.986,304.6,574.802,4.612,2.212;;;;;;;;;;;;,large_scale
China,2018.0,100.0,75.6,487.16,13.71,4990.28,295.0,1835.32,29.917704,27109.42,6.39,10502929.69,12.807393,6.749773832,9905.342004,153.0,9596960.0,35.86166,104.195397,CHN,1417069440.0,22294286041088.0,29.818,7.733,23.76,33.669,66.144,93.73,1.308,0.088,636.876,1.993,436.703,15773.501,22352.146,3361.811,4763.92,5.052,1026.84,15068.386,21352.949,66.478,58.194,7150.92,5046.273,7166.14,20.543,4.803,1760.262,27104.984,1.723,3.837,1209.01,3553.686,5035.82,23090.01,32720.146,70.272,85.187,17.688,426.738,2839.26,152.074,215.5,2003.614,8.19,122.194,1139.103,1614.188,3.007,7.392,4563.94,2.903,71.352,3171.928,846.035,1198.89,2238.371,16.73,8.258,11.482,551.25,5689.496,1503.328,2130.32,4014.973,29.728,14.813,-15.22,-0.213,18.904,115.366,748.955,208.176,295.0,528.524,4.117,1.95,4.811,345.569,7528.741,39.8,56.4,5312.895,-1.139,-25.377,1553.797,2201.838,0.787,19.601,299.108,93.725,,17.747,45.092,66.14,,211.075,1.308,,0.779,5057.014,38409.645,10.395,435.884,4940.542,1295.152,1835.32,3486.45,25.611,12.863,50.17,154.529,468.029,124.835,176.9,330.28,2.469,1.219,20.092,157.178,967.807,258.138,365.8,682.964,5.105,2.52;;;;;;;;;;;;,large_scale
China,2019.0,100.0,77.6,529.28,14.45,5098.22,348.7,2014.57,31.672895,28277.445,6.31,10707219.73,13.51596,5.949714233,10143.83817,153.0,9596960.0,35.86166,104.195397,CHN,1421864064.0,23631939764224.0,7.079,2.383,25.356,36.053,79.283,112.73,1.502,0.09,619.617,2.55,570.09,16121.257,22922.236,3414.665,4855.19,3.754,801.49,15581.264,22154.439,64.706,57.037,7486.63,5265.362,7503.43,20.672,4.631,1778.898,28264.688,1.701,3.598,1177.369,3615.085,5140.16,23840.195,33897.516,68.504,84.346,8.612,244.508,3083.768,163.518,232.5,2168.821,9.492,153.226,1243.026,1767.414,3.099,7.673,4649.25,6.143,182.447,3354.375,894.98,1272.54,2359.139,16.959,8.347,10.875,601.533,6291.029,1662.093,2363.27,4424.494,31.496,15.654,-16.8,-0.224,18.203,133.071,882.026,245.241,348.7,620.331,4.647,2.195,4.818,362.77,7891.51,36.902,52.47,5550.116,1.217,26.796,1567.403,2228.634,0.699,19.636,359.759,112.725,,20.272,60.651,79.28,,253.019,1.502,,0.895,5277.178,40188.543,9.718,468.462,5409.004,1416.851,2014.57,3804.164,26.849,13.459,26.625,122.429,590.458,157.54,224.0,415.27,2.985,1.469,10.798,100.553,1068.36,285.048,405.3,751.38,5.402,2.658;;;;;;;;;;;;,large_scale
China,2020.0,100.0,79.4,621.74,,5184.13,366.2,2184.94,32.980618,29133.936,,,14.242872,2.347513573,10434.77519,153.0,9596960.0,35.86166,104.195397,CHN,1424929792.0,24151844716544.0,-23.742,-8.56,19.295,27.493,95.184,135.63,1.744,0.066,606.258,2.095,480.316,16423.652,23402.553,3454.177,4921.96,0.95,210.496,15695.465,22364.936,63.272,56.4,7762.03,5447.307,7779.07,20.851,3.248,1305.168,29119.828,1.718,2.451,830.875,3668.904,5227.93,24372.002,34728.391,67.205,83.696,9.158,282.404,3366.173,177.202,252.5,2362.343,9.77,172.678,1361.535,1940.092,3.246,8.112,4716.12,3.864,116.815,3471.19,927.561,1321.71,2436.043,16.991,8.366,7.473,474.291,6765.32,1790.362,2551.14,4747.827,32.795,16.304,-17.04,-0.22,5.019,40.863,922.889,256.995,366.2,647.673,4.708,2.224,0.864,68.156,7959.667,37.525,53.47,5586.006,1.639,36.53,1589.667,2265.164,0.687,19.183,432.86,135.626,,20.315,73.101,95.181,,303.776,1.743,,1.043,5459.265,41493.711,7.891,433.428,5842.432,1533.367,2184.94,4100.154,28.087,14.08,16.562,95.266,685.724,183.237,261.1,481.234,3.356,1.653,15.1,156.804,1225.164,327.385,466.5,859.807,5.997,2.953;;;;;;;;;;;;,large_scale
United States,2000.0,100.0,100.0,,5.43,2697.28,753.89,350.93,29.05815,93999.86,6.73,5775810.0,4.027357,4.127484017,36334.90878,36.0,9833517.0,37.09024,-95.712891,USA,282398560.0,12947416940544.0,14.606,4.716,131.032,37.003,215.051,60.73,1.597,0.139,571.163,4.426,266.441,22261.219,6286.536,6962.748,1966.27,-2.402,-155.799,22414.98,6329.958,51.715,23.681,3835.86,13583.144,3802.1,15.603,2.238,581.16,94002.734,2.05,2.768,625.6,9551.324,2697.28,82243.281,23225.385,70.942,87.49,3.993,241.279,6283.907,2177.738,614.99,22251.908,1.659,84.623,18364.127,5186.003,16.175,23.672,2171.62,-13.848,-129.646,806.552,956.202,270.03,2856.078,7.102,3.038,-0.92,-44.439,3320.85,3912.272,1104.82,11759.445,29.058,12.51,33.76,0.88,3.521,76.58,2251.771,2669.596,753.89,7973.734,19.828,8.482,1.119,117.88,10654.942,410.838,116.02,37730.16,-1.431,-58.667,14314.426,4042.373,3.051,40.137,207.284,74.82,14.09,0.158,0.609,264.945,49.894,734.013,1.968,0.371,0.781,13463.596,26546.236,-9.016,-121.019,1069.079,1242.676,350.93,3785.711,9.23,4.027,0.033,0.001,1.533,1.735,0.49,5.429,0.013,0.006,24.627,3.301,16.706,19.795,5.59,59.159,0.147,0.063;;;;;;;;;;;;,large_scale
United States,2001.0,100.0,100.0,,4.68,2678.68,768.83,280.06,28.138706,90772.18,6.54,5748260.0,3.421371,0.998340792,37133.24281,36.0,9833517.0,37.09024,-95.712891,USA,285470496.0,13073809145856.0,6.239,2.309,137.709,39.312,174.274,49.75,1.335,0.152,573.379,-2.946,-185.221,21372.84,6101.315,6669.551,1903.96,3.57,225.962,22965.316,6555.92,51.078,23.541,3749.6,13134.808,3727.57,15.637,-2.365,-627.881,90791.711,1.982,-2.045,-475.064,9383.387,2678.68,79694.125,22750.32,71.861,87.777,-4.413,-277.327,6006.58,2238.865,639.13,21040.982,2.564,132.947,18632.223,5318.95,17.146,23.175,2137.31,-22.922,-188.912,617.641,729.112,208.14,2163.588,5.584,2.383,-3.659,-152.815,3168.036,3674.25,1048.89,11097.594,28.139,12.223,22.03,0.588,1.981,29.692,2281.463,2693.203,768.83,7991.941,20.626,8.803,-0.117,-12.518,10642.425,474.97,135.59,37280.297,-0.883,-35.708,14035.304,4006.665,3.637,41.061,207.94,64.64,14.89,0.372,0.656,226.433,52.16,728.411,1.734,0.399,0.802,13057.637,25918.355,-15.36,-182.507,886.572,981.047,280.06,3105.653,7.513,3.421,10.769,0.154,1.687,1.892,0.54,5.911,0.014,0.007,20.454,3.287,19.993,23.61,6.74,70.034,0.181,0.077;;;;;;;;;;;;,large_scale
United States,2002.0,100.0,100.0,,4.84,2727.83,780.06,336.34,29.040926,91201.06,6.5,5593029.785,4.0155067,1.741695251,38023.16111,36.0,9833517.0,37.09024,-95.712891,USA,288350240.0,13307342749696.0,19.461,7.651,162.866,46.962,186.267,53.71,1.397,0.179,564.714,-0.047,-2.861,21149.467,6098.454,6704.104,1933.13,-3.461,-226.868,21949.186,6329.053,50.287,23.19,3865.21,13404.566,3844.23,15.948,1.462,378.914,91199.055,1.976,0.84,191.08,9460.128,2727.83,79560.883,22941.4,70.959,87.239,3.239,194.532,6201.112,2396.426,691.01,21505.484,-3.885,-206.662,17729.438,5112.288,17.975,23.581,2170.89,22.797,135.908,753.548,886.387,255.59,2613.31,6.649,2.866,6.712,187.833,3355.869,3871.68,1116.4,11638.168,29.041,12.761,20.98,0.543,1.462,18.413,2299.877,2705.252,780.06,7975.983,20.292,8.746,-0.006,-0.591,10641.834,359.597,103.69,36905.93,-0.756,-30.303,13790.043,3976.362,2.697,40.467,223.197,69.85,16.14,7.42,15.258,242.24,55.974,774.049,1.817,0.42,0.849,13331.809,26297.27,19.835,169.42,1055.992,1166.429,336.34,3662.185,8.749,4.016,4.744,0.069,1.756,1.907,0.55,6.09,0.014,0.007,53.685,10.535,30.528,35.894,10.35,105.87,0.269,0.116;;;;;;;;;;;;,large_scale
United States,2003.0,100.0,100.0,,5.33,2756.03,763.73,349.18,28.765244,90619.11,6.33,5658990.234,4.1800404,2.861210768,39496.48588,36.0,9833517.0,37.09024,-95.712891,USA,291109824.0,13680911581184.0,35.669,16.751,218.864,63.713,183.23,53.34,1.379,0.241,570.055,1.903,116.083,21347.74,6214.537,6780.053,1973.74,-2.809,-177.791,21130.383,6151.262,51.015,23.555,3875.36,13312.365,3868.94,15.974,0.326,85.814,90629.312,1.928,0.443,101.691,9467.32,2756.03,79156.008,23043.092,71.235,87.34,-2.89,-179.211,6021.9,2232.525,649.91,20686.01,1.296,66.271,17789.02,5178.558,16.798,22.825,2205.51,4.572,29.401,782.949,918.107,267.27,2689.532,6.908,2.968,0.972,-15.877,3339.991,3822.99,1112.91,11473.304,28.765,12.66,6.42,0.166,-2.094,-62.584,2237.292,2623.512,763.73,7685.389,19.74,8.48,1.549,164.82,10806.654,454.742,132.38,37122.258,-2.734,-108.729,13285.822,3867.633,3.422,40.961,221.493,70.19,16.85,-0.637,-1.705,241.112,57.882,760.857,1.814,0.436,0.84,13290.311,26383.084,7.461,46.707,1102.699,1199.479,349.18,3787.915,9.025,4.18,1.505,0.015,1.771,1.821,0.53,6.084,0.014,0.007,8.047,2.245,32.773,38.439,11.19,112.579,0.289,0.124;;;;;;;;;;;;,large_scale
United States,2004.0,100.0,100.0,,5.48,2818.28,788.53,345.14,28.686348,91504.484,6.22,5738290.039,4.1015115,3.798891125,41712.80107,36.0,9833517.0,37.09024,-95.712891,USA,293947872.0,14198910222336.0,26.232,16.713,273.609,80.427,182.141,53.54,1.355,0.299,566.391,0.651,40.445,21279.223,6254.982,6730.105,1978.3,3.433,211.163,21644.74,6362.425,50.059,23.253,3963.26,13482.867,3951.95,15.99,1.956,516.033,91509.82,1.894,1.986,457.604,9587.687,2818.28,79948.516,23500.695,71.314,87.366,0.405,24.376,6046.277,2415.734,710.1,20569.215,-2.847,-147.458,17115.621,5031.101,17.968,22.478,2238.35,-2.747,-26.358,756.591,884.272,259.93,2573.895,6.577,2.813,3.201,58.431,3398.422,3856.704,1133.67,11561.31,28.686,12.634,11.31,0.285,3.247,57.924,2295.216,2682.551,788.53,7808.243,19.953,8.533,3.635,392.781,11199.436,441.847,129.88,38100.074,-2.165,-83.728,12872.708,3783.905,3.286,41.635,223.007,70.49,16.95,0.86,1.515,239.804,57.663,758.663,1.784,0.429,0.829,13444.391,26899.117,3.114,0.507,1103.206,1174.154,345.14,3753.067,8.733,4.101,14.325,0.241,2.012,1.973,0.58,6.844,0.015,0.007,26.425,8.396,41.169,48.104,14.14,140.056,0.358,0.153;;;;;;;;;;;;,large_scale
United States,2005.0,100.0,100.0,,5.84,2899.96,781.99,353.04,28.129686,90654.53,6.04,5753490.234,4.219231,3.513213799,44114.74778,36.0,9833517.0,37.09024,-95.712891,USA,296842656.0,14673826021376.0,16.846,13.549,316.583,93.975,182.858,54.28,1.345,0.349,568.222,1.47,91.974,21381.551,6346.957,6780.932,2012.87,1.458,92.737,21746.072,6455.162,49.885,23.584,4059.77,13676.505,4034.99,16.307,0.05,13.447,90662.727,1.834,0.063,14.699,9769.351,2899.96,79218.383,23515.395,71.87,87.377,-1.56,-94.347,5951.93,2563.513,760.96,20050.789,-2.717,-136.692,16488.225,4894.408,18.859,22.116,2292.77,1.475,6.302,762.893,888.552,263.76,2570.024,6.537,2.835,1.186,-1.254,3397.168,3823.676,1135.03,11444.341,28.13,12.623,24.78,0.61,-0.83,-33.448,2261.768,2634.358,781.99,7619.417,19.38,8.404,0.152,17.073,11216.509,424.905,126.13,37786.043,-5.031,-190.371,12105.854,3593.534,3.126,41.678,224.874,70.92,16.64,0.907,1.866,238.914,56.057,757.552,1.758,0.412,0.836,13593.026,26912.564,5.078,32.195,1135.401,1189.317,353.04,3824.924,8.749,4.219,7.272,0.133,2.144,1.853,0.55,7.224,0.014,0.008,25.925,10.345,51.514,59.998,17.81,173.54,0.441,0.191;;;;;;;;;;;;,large_scale
