,Value_co2_emissions_kt_by_country_trend,Value_co2_emissions_kt_by_country_mean_change,Value_co2_emissions_kt_by_country_change_stability,Value_co2_emissions_kt_by_country_acceleration,Value_co2_emissions_kt_by_country_total_change,Value_co2_emissions_kt_by_country_volatility,Primary energy consumption per capita (kWh/person)_trend,Primary energy consumption per capita (kWh/person)_mean_change,Primary energy consumption per capita (kWh/person)_change_stability,Primary energy consumption per capita (kWh/person)_acceleration,Primary energy consumption per capita (kWh/person)_total_change,Primary energy consumption per capita (kWh/person)_volatility,fossil_share_energy_trend,fossil_share_energy_mean_change,fossil_share_energy_change_stability,fossil_share_energy_acceleration,fossil_share_energy_total_change,fossil_share_energy_volatility,Renewable energy share in the total final energy consumption (%)_trend,Renewable energy share in the total final energy consumption (%)_mean_change,Renewable energy share in the total final energy consumption (%)_change_stability,Renewable energy share in the total final energy consumption (%)_acceleration,Renewable energy share in the total final energy consumption (%)_total_change,Renewable energy share in the total final energy consumption (%)_volatility,energy_per_gdp_trend,energy_per_gdp_mean_change,energy_per_gdp_change_stability,energy_per_gdp_acceleration,energy_per_gdp_total_change,energy_per_gdp_volatility,gdp_per_capita_trend,gdp_per_capita_mean_change,gdp_per_capita_change_stability,gdp_per_capita_acceleration,gdp_per_capita_total_change,gdp_per_capita_volatility,gdp_growth_trend,gdp_growth_mean_change,gdp_growth_change_stability,gdp_growth_acceleration,gdp_growth_total_change,gdp_growth_volatility,Cluster
France,-0.20230773266203728,-0.9374307731486355,0.35102103919997096,0.2561504492639863,-0.8528753389820161,-1.1949549638046142,-0.588573000809685,-0.9379289059076812,0.19506515996660795,-0.21346803327865868,-0.8453879778722767,-0.8177943881487649,-0.13443376000268958,-0.2908801134136428,0.4073691738679241,1.2049746254408806,-0.18905933245614062,-0.4172768146272523,0.1639925731334683,-0.12975610030655638,0.33512189359636285,-0.07514665186421499,-0.15109569529164446,-0.2537904212170079,0.3739863732701238,0.252025587954361,0.43018289007437444,-0.2689671118911109,0.2030723170196011,-0.9364632290768484,0.6272494710473845,-0.43820973762259174,0.1710344538499136,0.1251471804618408,-0.49051254282411977,-0.5860718717963299,-0.22778821413563574,-0.9834871441671073,0.36852229558757743,-2.0982700305894846,-0.2636072778463913,0.5833422196809548,4
Germany,-0.31180836168495263,-1.0929668986749503,0.3468311563779279,-0.2879554938583558,-0.9712288399816603,-0.7952800123953684,-0.39685478461249524,-0.7076232209496072,0.1850113968934625,-0.37672654071132533,-0.6661031785260547,-0.60387608969404,-1.3794850031760288,-0.964458408131852,0.5932342044452041,0.2769981016478028,-0.8997716803194032,-0.6278966484013646,1.6192607672512787,1.079462051160053,0.5859919447553597,-0.39773484904683787,2.260660646931291,-0.13544183286891498,0.330418952527615,0.14766323365979608,0.363540132214397,-0.1457266558860307,0.07678982359209309,-0.640469902374613,0.525695623422783,-0.5654932916926354,0.15319709749214286,0.12819106494105226,-0.5781911107642157,-0.6256525783686129,-0.11163321811525403,-0.44617879146201467,0.23446884368175,-1.103609777724953,-1.1023676332398444,0.23031429678863474,5
Greece,-0.15273413956751528,-0.5764793662282554,-1.3943833435590103,-0.13881297111452534,-0.5857829756243847,-0.6619202612918847,0.03311775095241339,-0.09711187558114746,0.18392870664871105,0.11769440590324147,-0.13268617144774883,-0.6526260022272689,-0.7687476351170763,-0.614134081828274,0.4269558996781945,-0.5850986587383222,-0.5470071394494852,-0.2053819870313422,0.15333392968092077,-0.1764753489233535,0.30782877492786653,0.6769379003157318,-0.2075668564111006,-0.28122187230454804,0.2653196562158319,0.027014236618281184,0.43067233731166826,0.5019401324417511,-0.054512237500126536,-0.7733547195490105,0.42646576405783215,0.21543111557128217,0.21074070444219023,-0.05584354875781978,0.022973677969368545,-0.22993566621577882,-0.8368759173861984,1.6237574627361906,0.4353831025492986,2.3499438656862064,-0.5139244734490349,0.7428107115346949,5
Hungary,-0.1691729479604772,-1.1218061835088131,0.31352911629733454,-0.7833664447931082,-1.0016377576628654,-0.32516627657631564,-0.12895900024044255,-0.403495601195445,-0.20683383247176246,-0.5724051380344503,-0.4201390984846702,-0.2986691795103379,-1.491467782150931,-1.3928973830888485,0.47098605636831875,-0.761668664264558,-1.3956953875292235,0.14100973442036843,1.2922342067753665,0.9543969191293423,0.4463123967312658,1.6587056435191476,1.5151908329705481,0.36224182607411026,-0.10997715743459352,-0.5554247743923186,0.4521509699306837,0.03329819095292867,-0.6607652341972611,-0.4764804236656518,-0.2997732958373328,0.5960401759156067,0.1955949258664542,-1.413577873506289,0.3285491420630385,0.2878815164270695,-1.2148670544219928,-0.46686804285761846,0.291468462952488,-1.2836886732876778,-0.7713705589330219,0.11768996194292848,5
Iceland,-0.1595148256585324,-0.8068144783826031,0.11067647590827942,0.9045067951222262,-0.7713203080551436,-0.36160672835867635,4.033580681789928,1.6303531267782982,0.19462067408133563,0.5666960845454885,1.633283616794253,0.9838195534565113,0.0,0.2220698813596159,0.6454008626027335,0.4246599894481716,0.0,-0.8444489181417045,2.78916800711678,-0.1279876555903489,0.5042426368114247,-0.4322823453497372,-0.1271647027452953,-0.3821259429954253,1.6103693335900437,2.207997972648289,-0.04596375240222859,1.4662701033828092,2.8646191962341296,1.6146322655086773,0.954530952045726,-0.9837305290617967,-0.41137351535211847,-0.48151233165692925,-0.9737572460959378,1.0023825813409204,-0.3856621575863059,-0.009772324966801495,-1.6985585686197289,-0.6814236811487147,-0.815887157672152,-0.08458748026973573,6
India,0.9221756982771279,1.5819957659943753,0.4198664322123028,2.002724780815895,1.589325171493212,-0.5205741674687484,-0.11311299441026708,1.1807449274677055,0.19893990509791518,1.4871510817099625,1.2007041886290988,-0.5519126482738483,-0.03436308440156013,0.3942139718972606,-0.15041933005131872,0.6361579821963084,0.5532697877345479,-0.3651513743536015,-2.2202732946325794,-0.6870711259007508,0.571161877457284,-0.6431722585089105,-0.7481887056206855,-0.43100282586687766,0.5571332330099468,0.6083242257105943,0.15501646947829673,0.5791652830586155,0.630808174293829,-0.7803514299068403,-0.9906220509393363,0.20565773171252313,0.2404828808058305,1.2905017518080129,0.0387231246381513,-0.5120332414940751,1.0690258145949918,0.22188960681280095,0.3883592647865322,0.36953150816904956,1.6429183296785248,-0.5476298930887363,0
Indonesia,0.028756614993691053,0.8078955221289467,0.40334360881542075,0.4281195522731087,0.6903772109942359,-0.4771814845229195,-0.136612052019448,0.5850526108179438,0.19610149172625033,0.09776951609863166,0.5346459348338731,-0.4899871633289611,0.3703331761528429,0.26374705765905193,-0.4703248425382834,0.5305023243824557,0.4212043646015658,-0.6817526203963936,-1.6471289671614682,-0.6245039159463107,0.47784580391583104,-0.5826217169274439,-0.6924079537320922,-0.3919456215371163,0.45073302917347324,0.26649946663453844,0.17642219876380721,-0.8072869160198178,0.2000426917602899,-0.2276339668072478,-0.9288924730249168,0.5595281194308777,0.2592721726106717,1.287295829547816,0.38715006282307335,-0.43566345542355406,0.8522519721291532,0.05054622356176308,-1.351693012233724,0.1312084958767791,0.884172043741634,-0.7061889854660786,0
Iraq,-0.16687367075375562,-0.16614406623725816,0.0895170598746736,0.32338817414211535,-0.3504619951167539,1.745864796245892,-0.4112448560660094,-0.9625658684270586,0.17284734084735828,-1.0259842265400854,-0.9635587704824936,1.0964650220589287,0.0,0.2220698813596159,0.6454008626027335,0.4246599894481716,0.0,-0.8444489181417045,0.19100254460981214,6.303000874405549,0.26291036519032135,0.06765320709411675,2.9254271342476037,7.256353256715648,-2.5563633825670538,-2.8057043417692547,0.331584566604156,-1.1903291792230044,-2.472259712584588,2.7530633608941444,-0.8429499905885438,0.490115321299432,-0.14554298969458768,1.427929252817746,-0.4792495899152012,3.756719053137795,1.1307687839178655,-0.129454572181945,-0.3911687693839737,0.18360090683104474,0.3757599621200862,0.17071339808951316,2
Ireland,-0.15831660873820078,-0.7605895263178133,-0.08547608580333968,-1.3167371094813065,-0.7468389387876334,-0.017311479741724298,-0.5651985471373773,-1.0748271377487577,0.19009639721772506,-1.205379450838741,-0.9726447503685922,-0.15761412289022736,-1.752813475451295,-1.3541712116031916,0.5814273964813369,-0.26932252683884206,-1.312510421281149,-0.49166085601454473,0.49937647904376503,0.9599513347638978,0.5451022389604295,1.1935826630321384,1.8317455568916556,-0.010367461070091823,0.28552939907471153,-0.3685485104591085,0.39179048731127425,-0.8054236807175805,-0.4832780942819893,-0.27864635797306064,1.4055280949863174,-0.25756605473144434,0.13709545664293882,-0.8281133345290134,-0.3911135078607713,-0.14643799715909298,-1.8515254305835949,-0.08359392028955684,0.2389813977805606,0.2338136897337678,-0.13349413404931526,-0.5027549553133281,5
Israel,-0.14336937928158364,0.001472901247739392,0.3622554873243679,0.49736849076691186,-0.09496647241452372,-0.7292538274704281,-0.2650086593422194,-0.5940195790003738,0.18361295996546467,0.2990168550217803,-0.5653265455603045,-0.8583664730623344,0.19322789631419196,0.18768203589344276,0.476237670192374,0.3916024711673882,0.3394347840456652,-0.8240954021094511,0.34506839087846397,0.10870183432766124,0.36696589111604666,-0.9166172451610628,0.14253775496304816,-0.07108188205898573,0.4848566448417387,0.5550405895855266,0.09170514873956734,-0.6008240672679508,0.5587516805033942,-0.5757064847929547,-0.40776581487498476,-1.1705270363234939,-0.10394496740805238,0.5226758738608149,-0.946541401578417,-0.5948234374527412,0.5171745052222333,-0.6743551281174128,0.3852461465390728,0.18593184627203768,0.326938647979998,0.11631269039337078,4
Italy,-0.17856818827373278,-0.9611974383914622,0.24256377680358393,-0.5252547013252821,-0.8893774159983356,-0.23971226782841207,-0.3797822397468038,-0.8623405703792767,0.19092117668496167,-0.24515233303950867,-0.7907947817143928,-0.613385281903805,-0.5388147664034931,-0.8926079089146726,0.48916127581396424,-0.2961677309426259,-0.8408206164812285,-0.23514758646406062,1.3377756833453451,0.8380344970757689,0.5736811137695518,0.2167002435553999,1.6184469114684827,-0.1546453558274481,0.5282981481832576,0.4283540495923796,0.3232177663350854,0.02424227770339314,0.4099498233586373,-0.8292486760528548,0.4388278314975447,-0.4513462200770539,0.1644203151110425,-0.04098386980961819,-0.5015982423810809,-0.5596630616904624,-0.5715618595203219,0.9897060421251266,0.39161903533919834,1.0651093543046573,-0.717887956908502,0.3576678488067171,5
Japan,-0.23578830195703868,-0.8849153400372355,0.26366862301819044,0.39474916165393753,-0.8210366682690073,-0.7437490015035222,-0.4631215091268768,-0.9617008929524342,0.19256233158085304,-0.316685345786445,-0.8703417505316482,-0.5784712443438423,1.1151211139357948,0.74065328792964,0.05708699487273376,-0.4812464513194426,0.8868240569035191,0.22293523326383463,0.03172849756321053,-0.12506310245285895,0.3400134011535601,0.014163245071991855,-0.14489448263223992,-0.2530991664073734,0.513565812267438,0.5038923759201636,0.3987261186018238,-0.35194920262092605,0.5060742138872271,-1.0607207228270124,-0.7629018506910129,-1.6535529996450538,-1.335433051563618,1.7851231505958263,-1.1698145272449663,-0.8579138322795659,-0.44513195456037974,3.143037872826216,0.3830604007394503,0.9775553260154161,-1.173943345531314,3.0451582883822157,1
Kazakhstan,0.04798715349505941,1.9891143964709241,0.3843933003047082,-0.34663877919142216,1.9464936611700843,1.8999562185397405,0.7429314138447568,1.4202452049888508,0.19496007152966657,-2.2393164879014105,1.396110564694522,0.6400226731335741,1.4866030975973432,1.0627273258671326,0.5787635468203249,0.28193573787323767,1.3055389407397484,-0.6484612982509674,-0.47370921979456104,-1.022724499702015,0.2720882628511284,0.5701376346084853,-1.140895021945243,0.1865468296780724,-0.09499298671679483,-0.29210245972185245,0.2930999171871295,-1.586642190428404,-0.42368471816314607,0.14644613745110208,-0.5185232012591282,2.38232167394147,0.2551992740641128,-1.7828957500683504,2.862979428950863,0.9240740784219383,-1.268393451096655,-0.06164027795059858,0.42704076864016494,-0.06578992191427377,0.3227630776037038,-0.652809251386772,6
Kuwait,-0.10857728479923233,1.2969334290141696,0.40753420438658755,0.3380065601436471,1.2279652118982254,-0.15652027166337862,1.2479563987477007,0.35029796577140154,0.18023039190880286,0.5940589634697463,0.19132181269949705,0.989187532398404,0.0,0.2220698813596159,0.6454008626027335,0.4246599894481716,0.0,-0.8444489181417045,-0.17720513829640033,-0.4032076805542604,0.6777581693684311,-0.3544418733729862,-0.4586625430100917,-0.5155331134242818,-0.7262798765797078,-0.5692692259841025,0.2530999049410216,1.6537995131672347,-0.7250139720840761,0.7385514883599191,1.4325911706251506,0.05793458738898679,0.019909640836363797,-0.8061286848741442,-0.34028244068144436,1.24807683805978,-0.7261741150603538,1.0519574521752206,0.31967566085940696,-0.42179778369491006,-0.7952523565485193,0.8139024263100506,6
Latvia,-0.15790418653533028,-0.3124193386237561,0.1514747990843388,-1.1394545283476016,-0.39270013662170894,0.09305199867471463,0.17057083233859857,0.9280638042796429,0.19371896962218424,-1.00929679219896,0.8592990662991123,0.308972179080386,0.15192960219795443,0.06750193618212703,-2.1391473337005955,-1.6339917333261857,0.0875138642773275,0.6613714531799748,-0.12379080008533459,-0.2969422528498714,-0.10557895277874062,0.44933801235483545,-0.35542930189481126,-0.28299089569551045,0.22181519417381745,0.35431017239981105,-0.5156055601405688,1.341504963739543,0.2019098549369325,1.3496091871282374,-0.1501975381761834,1.3384614416620522,0.18619196483400263,-1.4387837742524465,1.0374792784539582,1.1602410910297187,-2.1162137376377266,0.28074645167739265,0.29451585467485564,0.7449333735527187,-1.4833942168867116,-0.3603115258640757,6
Lithuania,-0.15568586617459546,-0.11506671619948887,0.26100838027295126,-1.2891891302576903,-0.22857073688523127,0.20204560532748803,0.1454866410600916,0.9928695884725877,0.19035023313660984,-2.319416179371296,0.8584532791913411,1.076998621987656,3.2191498529419498,-0.5921678136494417,-0.7475302742450135,0.21353057765263941,-1.2767980238131595,3.1235631262944024,0.1232959344964664,-0.19271328266437424,0.3903365828124719,0.026467808071524903,-0.21686740746226757,-0.346519856023687,-0.33064740266941106,0.04643996736550972,-0.13409465767268716,-0.03784153560022151,-0.1403442737105199,1.2930287430155678,-0.2486110562043235,1.2062326123903915,0.210225740756824,-1.194685674477774,0.9707586840967247,0.6930183974056143,-1.652500615590428,-0.4588035425191917,0.33989072484454097,-1.2797136513450453,-2.5157778466503165,-0.02511665144072958,6
Luxembourg,-0.15557823622891265,0.28655667297781734,0.3264077790967031,-0.6547319168160275,0.12224410171015489,0.5901465483662184,0.6810579762238193,0.2088001603449314,0.18166860798056592,-0.8327631919099571,0.10366062723143628,0.39402782059932384,-0.46495522185539384,-0.16323631747120484,0.4901001486894863,0.39616062704699495,-0.044099116721992855,-0.6350987231023087,-0.2913010716179968,-0.1596298038177493,-1.7300766002376595,1.966987356199974,-1.1068924184775415,1.1228872370341685,0.7404689688512556,1.3142487617221161,-1.1533032865559336,-0.7057086097314538,1.515918191618346,0.6539215089744941,4.241142496896773,-0.0036236450602509887,0.2026642628073301,0.10919335426683227,-0.1642554818491545,-0.36597606954655443,-0.4615136547488363,0.9144544054113132,0.38452537576068246,2.079822086702988,-0.08149228840261108,0.3012143622422531,6
Malaysia,-0.026355624878993428,1.0564818967168477,0.3859185202888541,-1.0049447986944122,0.9173346015229236,0.4591131602187773,0.3238328452917083,0.49781971286498794,0.1941260404799559,0.017481879618276405,0.43559013365152727,-0.3205777594870529,0.5435653335334442,0.551565730149798,0.4966876873627286,0.25016055166495144,0.7374215712410933,-0.6730161288764831,-0.5706059784540903,-1.1783269027163283,0.4948816576217103,-1.477623598889326,-1.1591529658701107,-0.11954049432471635,0.5614144246436049,0.7452156020726601,-0.2310370649103413,-0.5884770738545362,0.8022859626583408,-0.6443905545356687,-0.729770464057633,-0.4830419995235172,0.13421659404112482,-0.01975495142390436,-0.5374595576596699,-0.413111699197952,-0.198222642026841,0.6635074666662591,0.29732458951501256,0.05550103025541972,0.12155701053971488,0.2796980072741576,0
Mexico,0.0016672006302812117,0.10073365459174217,0.39022963992556753,0.6030429425676158,0.000830830696495784,-0.9938209466401027,-0.009349850487006442,0.08818368255834641,0.18807531257314045,0.532724932136006,0.03367356076143957,-0.4255321523533579,0.7333708521297462,0.9866112768440987,0.490796202765459,0.6977599190222072,1.2130805468057964,-0.43091053998732476,-0.7227338895495506,-0.7537629401226944,0.5244889437290887,-0.3186054347798592,-0.8119726934705597,-0.36543605102454263,0.6980977634181504,1.0355795792656497,-7.2025674412788945,0.5249825570384006,1.1860336133485396,-0.45665437847401297,-0.8828395674802763,-1.4979811009863169,-0.7026911286972278,-1.0269697124690826,-1.1162328540713742,-0.5167597519490694,-0.21460441236951822,-3.7369107415213114,0.4185090604652976,-0.7317692449591922,-0.4948996214690353,3.1777601330823537,0
Morocco,-0.13098241146925782,1.0782094169060334,0.40633996523856386,-0.4232675061564446,0.9818234122167808,-0.3148943624711214,-0.10572755501058198,1.022928192859023,0.1946622243300046,-0.6362240198799157,0.9709295931151508,0.24127299199703744,-0.07061731206082315,-0.6114898283682092,0.439210352385064,-0.37503377679819944,-0.5420005420161639,-0.24314022582486666,-0.18277670191932313,-0.3495727633642201,-4.149833762376491,-0.4360055540763891,-0.5525853156423305,0.2078024015353267,0.6779509792597651,0.8160369680626399,-2.02025980195997,-1.0952890023189392,0.8463450586585357,0.40290098792363505,-0.9221214900173583,-0.13802249698093283,0.2373293151600219,0.633952072864072,-0.2468229098625892,-0.7591432573678293,0.7379310338147431,0.3759839668614075,0.4095272388609389,-0.4616964752110449,1.760697647587887,-0.3996499115332078,0
Netherlands,-0.1658383143043738,-0.640230292534418,-0.5855503564297364,0.12208502374025307,-0.6279266557198679,-1.1214458863601209,-0.05129034356921685,-0.23635924480030263,0.17414656197371106,-0.017245531439830455,-0.2550068479550423,-0.826930943622459,-0.7902299538667531,-0.5414825206406012,0.599085200043868,0.24151619606055408,-0.4490310312354785,-0.7207234895932383,0.45335051868048853,0.8797757364338534,0.5827795779701839,0.1435832890488611,1.7367958399234962,-0.1751191282644233,0.45728073402494823,0.6265923483910182,0.018782151883938353,0.06430265991412312,0.64942628580429,-0.616128213570576,1.2055103571112713,-0.26933386207013815,0.1977075084013286,-0.08384661590045099,-0.3645175093958413,-0.5865877262555257,0.0026296403557054477,0.722504420491512,0.24419870079419884,-0.29813303400313884,-0.36079575291814076,0.5689314903773351,5
New Zealand,-0.15513819345034652,-0.3299916316646463,0.14298660395456814,-1.2318541894541808,-0.40461160429155746,0.026088075417970917,-0.6888532140184304,-0.8814001761003935,0.19399806223405308,0.6649825044866968,-0.8009802372076177,-0.8045387410984393,-0.38819083546380256,-0.32456130921868154,-0.4440405203008046,-3.370287400153126,-0.4432616736953209,1.2390400027427282,0.13722484355377426,-0.32550611125051626,-0.3554913581906552,0.4115592644048461,-0.3883033270874625,-0.2912501397738608,0.056233811872086766,-0.016720631777767236,0.3865893579051887,0.28401117945655363,-0.10744117409298136,-0.5682358862451746,0.2711745315854057,-0.12051311025580141,0.11097259680374108,-0.07311151370643325,-0.3140700937949142,0.22725044431779484,-0.3520144982593174,-0.13687023971122764,0.434643352883389,-0.07666248779005588,0.20684157689984947,-0.5852126496605488,4
North Macedonia,-0.15835661356830424,-0.5077985094392352,-0.47188209590940694,-0.18374747648272424,-0.5544345443817298,0.17454304866052522,-0.13980026847510627,-0.35897814198828726,-0.22954912711052192,1.1951943105012088,-0.40254007734992864,0.15979056596689523,-0.21531896854437915,0.3212185510741691,-4.951041975221202,-2.915474399478098,0.28606374366349785,1.0968959632771507,-0.07679587213546164,-0.3577832616256673,-3.7956549779198427,1.7461570577544079,-0.528920460184992,0.05212937914307737,0.17679972331992597,-0.045427606796196736,0.158286750963781,0.13130490225489685,-0.17466019087802762,0.37960073270355865,-0.8178432280186975,0.1971817890900631,0.2272331347757525,0.49256589081641927,0.019006038824458702,-0.3975853698224198,1.134266564445263,-0.16532825021311498,0.3476227869098457,0.24065647929841769,0.18468221023887638,-0.4611188166339185,4
Norway,-0.153868538621547,-0.2263964975150361,0.30420825980203714,0.9492707714294116,-0.2962228614912721,-0.66867583089743,-0.866004402744941,-1.0643071246526052,0.1765233553584382,0.7451297676827131,-1.0465852720245676,1.1776603783159425,0.34223052017841804,5.075368747142697,0.33110423897036473,-2.112451660017873,4.3954309536396705,4.492186622044081,-0.7293955417073935,-0.47520778597134744,0.14832366287597365,-0.45894198657729207,-0.5410667441711612,-0.409043626977685,-0.2648555606521831,-0.9719941934528711,0.22752654230055464,0.8322800136036956,-1.134933187617148,1.5035486526645825,3.0287330500875163,-0.13002476713827144,0.16871513872703212,-0.5549037909949106,-0.2891982633644725,-0.227698344402324,-0.004790792556869365,-0.2412254168354539,0.19223626367973945,-0.6812811504739037,-0.13089996155354633,-0.1183582833387577,4
